name,k,draft_class,pick,rookie_season,debut_lag,g,mpg,y_pts,y_reb,y_ast,y_stl,y_blk,y_tov,y_fg3m,y_fgm,y_fga,y_ftm,y_fta
Cade Cunningham,cade cunningham,2021,1.0,2022,0,64,32.578125,17.40625,5.53125,5.5625,1.21875,0.671875,3.65625,1.78125,6.703125,16.109375,2.21875,2.625
Paolo Banchero,paolo banchero,2022,1.0,2023,0,72,33.791666666666664,19.958333333333332,6.902777777777778,3.736111111111111,0.8333333333333334,0.5416666666666666,2.7777777777777777,1.1805555555555556,6.652777777777778,15.583333333333334,5.472222222222222,7.416666666666667
Cooper Flagg,cooper flagg,2025,1.0,2026,0,70,33.55714285714286,21.042857142857144,6.6571428571428575,4.514285714285714,1.2,0.9142857142857143,2.3,1.0285714285714285,7.985714285714286,17.057142857142857,4.042857142857143,4.885714285714286
Evan Turner,evan turner,2010,2.0,2011,0,78,23.076923076923077,7.243589743589744,3.923076923076923,2.0384615384615383,0.6282051282051282,0.1794871794871795,1.0256410256410255,0.1794871794871795,2.8846153846153846,6.782051282051282,1.294871794871795,1.6025641025641026
Derrick Williams,derrick williams,2011,2.0,2012,0,66,21.515151515151516,8.833333333333334,4.712121212121212,0.5757575757575758,0.45454545454545453,0.4696969696969697,1.1666666666666667,0.5606060606060606,3.106060606060606,7.545454545454546,2.0606060606060606,2.9545454545454546
Victor Oladipo,victor oladipo,2013,2.0,2014,0,80,31.075,13.825,4.1125,4.0875,1.6125,0.4625,3.2,0.925,4.9,11.7,3.1,3.975
Michael Kidd-Gilchrist,michael kidd-gilchrist,2012,2.0,2013,0,78,26.0,9.025641025641026,5.833333333333333,1.5,0.6923076923076923,0.8974358974358975,1.294871794871795,0.02564102564102564,3.6025641025641026,7.858974358974359,1.794871794871795,2.3974358974358974
Jabari Parker,jabari parker,2014,2.0,2015,0,25,29.52,12.32,5.52,1.68,1.24,0.2,1.88,0.16,5.16,10.52,1.84,2.64
D'Angelo Russell,dangelo russell,2015,2.0,2016,0,80,28.2125,13.175,3.425,3.325,1.1625,0.1625,2.45,1.625,4.9,11.95,1.75,2.375
Brandon Ingram,brandon ingram,2016,2.0,2017,0,79,28.860759493670887,9.367088607594937,4.0,2.1012658227848102,0.620253164556962,0.45569620253164556,1.4683544303797469,0.6962025316455697,3.4936708860759493,8.683544303797468,1.6835443037974684,2.7088607594936707
Lonzo Ball,lonzo ball,2017,2.0,2018,0,52,34.26923076923077,10.153846153846153,6.923076923076923,7.230769230769231,1.6923076923076923,0.8269230769230769,2.6153846153846154,1.7307692307692308,3.9038461538461537,10.846153846153847,0.6153846153846154,1.3653846153846154
Marvin Bagley III,marvin bagley,2018,2.0,2019,0,62,25.241935483870968,14.887096774193548,7.596774193548387,1.0,0.532258064516129,0.9516129032258065,1.5806451612903225,0.4838709677419355,5.741935483870968,11.387096774193548,2.9193548387096775,4.225806451612903
Ja Morant,ja morant,2019,2.0,2020,0,67,30.955223880597014,17.80597014925373,3.8656716417910446,7.2835820895522385,0.8656716417910447,0.26865671641791045,3.283582089552239,0.8955223880597015,6.6716417910447765,13.985074626865671,3.5671641791044775,4.597014925373134
James Wiseman,james wiseman,2020,2.0,2021,0,39,21.46153846153846,11.487179487179487,5.794871794871795,0.6666666666666666,0.28205128205128205,0.9230769230769231,1.5384615384615385,0.3076923076923077,4.897435897435898,9.435897435897436,1.3846153846153846,2.2051282051282053
Chet Holmgren,chet holmgren,2022,2.0,2024,1,82,29.426829268292682,16.548780487804876,7.902439024390244,2.4390243902439024,0.6463414634146342,2.317073170731707,1.5975609756097562,1.5731707317073171,6.158536585365853,11.621951219512194,2.658536585365854,3.3536585365853657
Brandon Miller,brandon miller,2023,2.0,2024,0,74,32.2027027027027,17.283783783783782,4.256756756756757,2.364864864864865,0.8918918918918919,0.5675675675675675,1.7837837837837838,2.4864864864864864,6.4324324324324325,14.635135135135135,1.9324324324324325,2.3378378378378377
Dylan Harper,dylan harper,2025,2.0,2026,0,70,22.67142857142857,11.914285714285715,3.442857142857143,3.8,0.7714285714285715,0.34285714285714286,1.4142857142857144,0.9428571428571428,4.828571428571428,9.571428571428571,1.3142857142857143,1.7285714285714286
Derrick Favors,derrick favors,2010,3.0,2011,0,78,19.692307692307693,6.833333333333333,5.282051282051282,0.5,0.3717948717948718,0.8717948717948718,0.9871794871794872,0.0,2.7564102564102564,5.333333333333333,1.3205128205128205,2.217948717948718
Otto Porter,otto porter,2013,3.0,2014,0,35,9.142857142857142,2.2285714285714286,1.6285714285714286,0.2857142857142857,0.22857142857142856,0.02857142857142857,0.4,0.11428571428571428,0.9428571428571428,2.6,0.22857142857142856,0.34285714285714286
Bradley Beal,bradley beal,2012,3.0,2013,0,56,31.160714285714285,13.928571428571429,3.767857142857143,2.4464285714285716,0.8928571428571429,0.5178571428571429,1.6071428571428572,1.625,5.035714285714286,12.267857142857142,2.232142857142857,2.8392857142857144
Joel Embiid,joel embiid,2014,3.0,2017,2,31,25.35483870967742,20.225806451612904,7.838709677419355,2.129032258064516,0.8709677419354839,2.4516129032258065,3.774193548387097,1.1612903225806452,6.451612903225806,13.838709677419354,6.161290322580645,7.870967741935484
Jahlil Okafor,jahlil okafor,2015,3.0,2016,0,53,30.07547169811321,17.50943396226415,7.037735849056604,1.2264150943396226,0.41509433962264153,1.150943396226415,2.339622641509434,0.018867924528301886,7.490566037735849,14.735849056603774,2.509433962264151,3.660377358490566
Jaylen Brown,jaylen brown,2016,3.0,2017,0,78,17.205128205128204,6.602564102564102,2.8205128205128207,0.8205128205128205,0.44871794871794873,0.23076923076923078,0.8717948717948718,0.5897435897435898,2.4615384615384617,5.423076923076923,1.0897435897435896,1.5897435897435896
Jayson Tatum,jayson tatum,2017,3.0,2018,0,79,30.531645569620252,13.962025316455696,5.037974683544304,1.620253164556962,1.0506329113924051,0.7341772151898734,1.3924050632911393,1.3164556962025316,5.0,10.481012658227849,2.6455696202531644,3.189873417721519
R.J. Barrett,rj barrett,2019,3.0,2020,0,56,30.464285714285715,14.339285714285714,4.982142857142857,2.5535714285714284,0.9821428571428571,0.30357142857142855,2.2142857142857144,1.125,5.214285714285714,12.982142857142858,2.7857142857142856,4.535714285714286
Evan Mobley,evan mobley,2021,3.0,2022,0,69,33.7536231884058,14.985507246376812,8.26086956521739,2.5217391304347827,0.8115942028985508,1.6666666666666667,1.9275362318840579,0.3333333333333333,6.115942028985507,12.028985507246377,2.420289855072464,3.652173913043478
Jabari Smith,jabari smith,2022,3.0,2023,0,79,31.0126582278481,12.784810126582279,7.2025316455696204,1.2784810126582278,0.5443037974683544,0.9367088607594937,1.3164556962025316,1.518987341772152,4.6075949367088604,11.291139240506329,2.050632911392405,2.607594936708861
Reed Sheppard,reed sheppard,2024,3.0,2025,0,52,12.576923076923077,4.403846153846154,1.5,1.4423076923076923,0.6730769230769231,0.3269230769230769,0.7115384615384616,0.9230769230769231,1.6153846153846154,4.596153846153846,0.25,0.3076923076923077
V.J. Edgecombe,vj edgecombe,2025,3.0,2026,0,75,35.013333333333335,15.986666666666666,5.64,4.2,1.4266666666666667,0.52,1.8266666666666667,1.9866666666666666,6.013333333333334,13.733333333333333,1.9733333333333334,2.4133333333333336
Dion Waiters,dion waiters,2012,4.0,2013,0,60,28.816666666666666,14.6,2.466666666666667,2.933333333333333,0.9666666666666667,0.25,1.9833333333333334,1.0333333333333334,5.5,13.366666666666667,2.566666666666667,3.4166666666666665
Tristan Thompson,tristan thompson,2011,4.0,2012,0,60,23.666666666666668,8.233333333333333,6.483333333333333,0.45,0.45,1.0333333333333334,1.35,0.0,3.2333333333333334,7.366666666666666,1.7666666666666666,3.2
Cody Zeller,cody zeller,2013,4.0,2014,0,81,17.19753086419753,5.962962962962963,4.283950617283951,1.1111111111111112,0.49382716049382713,0.49382716049382713,1.037037037037037,0.0,2.0987654320987654,4.901234567901234,1.7654320987654322,2.419753086419753
Aaron Gordon,aaron gordon,2014,4.0,2015,0,47,16.95744680851064,5.170212765957447,3.595744680851064,0.7021276595744681,0.44680851063829785,0.46808510638297873,0.8085106382978723,0.2765957446808511,1.9787234042553192,4.425531914893617,0.9361702127659575,1.297872340425532
Josh Jackson,josh jackson,2017,4.0,2018,0,77,25.454545454545453,13.142857142857142,4.558441558441558,1.5454545454545454,1.0389610389610389,0.45454545454545453,1.896103896103896,0.7402597402597403,5.0519480519480515,12.103896103896103,2.2987012987012987,3.6233766233766236
De'Andre Hunter,deandre hunter,2019,4.0,2020,0,63,31.984126984126984,12.34920634920635,4.5396825396825395,1.7619047619047619,0.6984126984126984,0.2857142857142857,1.6349206349206349,1.7142857142857142,4.444444444444445,10.857142857142858,1.746031746031746,2.2857142857142856
Jaren Jackson Jr.,jaren jackson,2018,4.0,2019,0,58,26.137931034482758,13.758620689655173,4.689655172413793,1.103448275862069,0.896551724137931,1.4137931034482758,1.6896551724137931,0.8793103448275862,5.137931034482759,10.155172413793103,2.603448275862069,3.396551724137931
Patrick Williams,patrick williams,2020,4.0,2021,0,48,28.5,9.791666666666666,4.75,1.3333333333333333,0.7916666666666666,0.6875,1.4166666666666667,0.8333333333333334,3.8333333333333335,7.979166666666667,1.2916666666666667,1.7083333333333333
Scottie Barnes,scottie barnes,2021,4.0,2022,0,74,35.36486486486486,15.324324324324325,7.527027027027027,3.4594594594594597,1.0810810810810811,0.7432432432432432,1.837837837837838,0.7837837837837838,6.202702702702703,12.594594594594595,2.135135135135135,2.9054054054054053
Keegan Murray,keegan murray,2022,4.0,2023,0,80,29.7625,12.2,4.6375,1.225,0.7625,0.525,0.75,2.575,4.425,9.775,0.775,1.0125
Stephon Castle,stephon castle,2024,4.0,2025,0,81,26.691358024691358,14.691358024691358,3.6666666666666665,4.098765432098766,0.9135802469135802,0.2716049382716049,2.185185185185185,1.1728395061728396,5.222222222222222,12.197530864197532,3.074074074074074,4.246913580246914
Kon Knueppel,kon knueppel,2025,4.0,2026,0,81,31.469135802469136,18.493827160493826,5.333333333333333,3.382716049382716,0.7037037037037037,0.2345679012345679,1.9876543209876543,3.3703703703703702,6.3580246913580245,13.382716049382717,2.4074074074074074,2.7901234567901234
DeMarcus Cousins,demarcus cousins,2010,5.0,2011,0,81,28.51851851851852,14.11111111111111,8.62962962962963,2.5185185185185186,1.0493827160493827,0.8395061728395061,3.308641975308642,0.037037037037037035,5.333333333333333,12.395061728395062,3.4074074074074074,4.962962962962963
Thomas Robinson,thomas robinson,2012,5.0,2013,0,70,15.114285714285714,4.757142857142857,4.5,0.6571428571428571,0.5857142857142857,0.37142857142857144,1.2571428571428571,0.0,1.9714285714285715,4.585714285714285,0.8142857142857143,1.5571428571428572
Alex Len,alex len,2013,5.0,2014,0,41,8.78048780487805,2.097560975609756,2.4146341463414633,0.0975609756097561,0.0975609756097561,0.43902439024390244,0.6341463414634146,0.0,0.8048780487804879,1.9024390243902438,0.4878048780487805,0.7560975609756098
Kris Dunn,kris dunn,2016,5.0,2017,0,78,17.064102564102566,3.7564102564102564,2.128205128205128,2.41025641025641,1.0,0.46153846153846156,1.141025641025641,0.2692307692307692,1.5128205128205128,4.012820512820513,0.46153846153846156,0.7564102564102564
De'Aaron Fox,deaaron fox,2017,5.0,2018,0,73,27.71232876712329,11.561643835616438,2.7945205479452055,4.383561643835616,0.958904109589041,0.273972602739726,2.3698630136986303,0.6438356164383562,4.493150684931507,10.917808219178083,1.9315068493150684,2.671232876712329
Trae Young,trae young,2018,5.0,2019,0,81,30.901234567901234,19.123456790123456,3.7160493827160495,8.061728395061728,0.8888888888888888,0.18518518518518517,3.802469135802469,1.9259259259259258,6.481481481481482,15.506172839506172,4.234567901234568,5.111111111111111
Darius Garland,darius garland,2019,5.0,2020,0,59,30.93220338983051,12.338983050847459,1.88135593220339,3.8813559322033897,0.711864406779661,0.06779661016949153,2.559322033898305,1.7796610169491525,4.745762711864407,11.847457627118644,1.0677966101694916,1.2203389830508475
Isaac Okoro,isaac okoro,2020,5.0,2021,0,64,32.5625,9.46875,3.140625,1.921875,0.921875,0.375,1.328125,0.90625,3.4375,8.328125,1.6875,2.359375
Jalen Suggs,jalen suggs,2021,5.0,2022,0,48,27.1875,11.75,3.5625,4.354166666666667,1.2291666666666667,0.3958333333333333,2.9791666666666665,0.875,4.125,11.416666666666666,2.625,3.3958333333333335
Jaden Ivey,jaden ivey,2022,5.0,2023,0,74,31.094594594594593,16.27027027027027,3.891891891891892,5.22972972972973,0.8243243243243243,0.22972972972972974,3.2027027027027026,1.6216216216216217,5.527027027027027,13.283783783783784,3.5945945945945947,4.8108108108108105
Ace Bailey,ace bailey,2025,5.0,2026,0,72,27.555555555555557,13.791666666666666,4.194444444444445,1.8194444444444444,0.8333333333333334,0.6805555555555556,1.4861111111111112,1.9027777777777777,5.486111111111111,12.38888888888889,0.9166666666666666,1.2222222222222223
Ekpe Udoh,ekpe udoh,2010,6.0,2011,0,58,17.775862068965516,4.068965517241379,3.1206896551724137,0.6896551724137931,0.3793103448275862,1.4827586206896552,0.8275862068965517,0.0,1.6724137931034482,3.8275862068965516,0.7241379310344828,1.103448275862069
Damian Lillard,damian lillard,2012,6.0,2013,0,81,38.60493827160494,19.160493827160494,3.1604938271604937,6.45679012345679,0.9012345679012346,0.2345679012345679,2.962962962962963,2.259259259259259,6.790123456790123,15.765432098765432,3.3209876543209877,3.9382716049382718
Willie Cauley-Stein,willie cauley-stein,2015,6.0,2016,0,66,21.37878787878788,7.015151515151516,5.333333333333333,0.5606060606060606,0.7272727272727273,1.0,0.696969696969697,0.0,2.893939393939394,5.136363636363637,1.2272727272727273,1.893939393939394
Marcus Smart,marcus smart,2014,6.0,2015,0,67,27.01492537313433,7.8059701492537314,3.3134328358208953,3.1044776119402986,1.4776119402985075,0.26865671641791045,1.3432835820895523,1.3582089552238805,2.611940298507463,7.119402985074627,1.2238805970149254,1.8955223880597014
Nerlens Noel,nerlens noel,2013,6.0,2015,1,75,30.813333333333333,9.92,8.146666666666667,1.7066666666666668,1.7733333333333334,1.8933333333333333,1.9466666666666668,0.0,4.026666666666666,8.706666666666667,1.8666666666666667,3.066666666666667
Buddy Hield,buddy hield,2016,6.0,2017,0,82,22.963414634146343,10.560975609756097,3.292682926829268,1.475609756097561,0.4634146341463415,0.10975609756097561,1.2317073170731707,1.8048780487804879,3.9878048780487805,9.353658536585366,0.7804878048780488,0.926829268292683
Jonathan Isaac,jonathan isaac,2017,6.0,2018,0,27,19.88888888888889,5.37037037037037,3.6666666666666665,0.6666666666666666,1.2222222222222223,1.1111111111111112,1.0,0.5925925925925926,2.037037037037037,5.37037037037037,0.7037037037037037,0.9259259259259259
Jarrett Culver,jarrett culver,2019,6.0,2020,0,63,23.952380952380953,9.206349206349206,3.365079365079365,1.746031746031746,0.9047619047619048,0.6031746031746031,1.2857142857142858,1.0476190476190477,3.6507936507936507,9.031746031746032,0.8571428571428571,1.8571428571428572
Onyeka Okongwu,onyeka okongwu,2020,6.0,2021,0,48,11.958333333333334,4.541666666666667,3.2291666666666665,0.375,0.4791666666666667,0.6875,0.5833333333333334,0.0,1.8958333333333333,3.0,0.75,1.1875
Bennedict Mathurin,bennedict mathurin,2022,6.0,2023,0,78,28.5,16.692307692307693,4.076923076923077,1.4871794871794872,0.6153846153846154,0.16666666666666666,1.9487179487179487,1.2820512820512822,5.294871794871795,12.192307692307692,4.82051282051282,5.82051282051282
Anthony Black,anthony black,2023,6.0,2024,0,67,17.34328358208955,4.7164179104477615,2.074626865671642,1.3582089552238805,0.5223880597014925,0.31343283582089554,0.835820895522388,0.5522388059701493,1.7164179104477613,3.6865671641791047,0.7313432835820896,1.1940298507462686
Tre Johnson,tre johnson,2025,6.0,2026,0,60,23.966666666666665,12.216666666666667,2.8333333333333335,2.033333333333333,0.55,0.3,1.55,1.9166666666666667,4.516666666666667,10.783333333333333,1.2666666666666666,1.45
Greg Monroe,greg monroe,2010,7.0,2011,0,80,27.7875,9.3875,7.5125,1.3125,1.1625,0.5625,1.0125,0.0,3.7875,6.875,1.8125,2.9125
Harrison Barnes,harrison barnes,2012,7.0,2013,0,81,25.444444444444443,9.234567901234568,4.111111111111111,1.2098765432098766,0.6419753086419753,0.1728395061728395,1.2469135802469136,0.6419753086419753,3.4074074074074074,7.753086419753086,1.7777777777777777,2.345679012345679
Ben McLemore,ben mclemore,2013,7.0,2014,0,82,26.646341463414632,8.78048780487805,2.8658536585365852,1.0,0.5487804878048781,0.21951219512195122,1.170731707317073,1.1585365853658536,3.1097560975609757,8.28048780487805,1.4024390243902438,1.7439024390243902
Julius Randle,julius randle,2014,7.0,2015,0,1,14.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0
Jamal Murray,jamal murray,2016,7.0,2017,0,82,21.524390243902438,9.890243902439025,2.6097560975609757,2.073170731707317,0.6219512195121951,0.2926829268292683,1.3780487804878048,1.4024390243902438,3.597560975609756,8.902439024390244,1.2926829268292683,1.4634146341463414
Lauri Markkanen,lauri markkanen,2017,7.0,2018,0,68,29.735294117647058,15.191176470588236,7.470588235294118,1.161764705882353,0.5735294117647058,0.5882352941176471,1.2205882352941178,2.1323529411764706,5.5,12.676470588235293,2.0588235294117645,2.4411764705882355
Wendell Carter Jr.,wendell carter,2018,7.0,2019,0,44,25.272727272727273,10.340909090909092,6.9772727272727275,1.7727272727272727,0.5909090909090909,1.3181818181818181,1.4772727272727273,0.13636363636363635,4.090909090909091,8.431818181818182,2.022727272727273,2.5454545454545454
Coby White,coby white,2019,7.0,2020,0,65,25.861538461538462,13.215384615384615,3.5384615384615383,2.6923076923076925,0.7538461538461538,0.09230769230769231,1.676923076923077,2.046153846153846,4.8,12.184615384615384,1.5692307692307692,1.9846153846153847
Donovan Clingan,donovan clingan,2024,7.0,2025,0,67,19.80597014925373,6.507462686567164,7.865671641791045,1.1492537313432836,0.5074626865671642,1.6417910447761195,1.0746268656716418,0.208955223880597,2.6865671641791047,4.985074626865671,0.9253731343283582,1.5522388059701493
Jeremiah Fears,jeremiah fears,2025,7.0,2026,0,82,25.73170731707317,14.25609756097561,3.658536585365854,3.402439024390244,1.1829268292682926,0.36585365853658536,2.1707317073170733,1.2317073170731707,5.329268292682927,12.268292682926829,2.3658536585365852,3.0
Al-Farouq Aminu,al-farouq aminu,2010,8.0,2011,0,80,18.075,5.65,3.3125,0.75,0.7375,0.3125,1.2875,0.5625,1.9875,5.0375,1.1125,1.4375
Brandon Knight,brandon knight,2011,8.0,2012,0,66,32.28787878787879,12.833333333333334,3.196969696969697,3.803030303030303,0.7424242424242424,0.15151515151515152,2.590909090909091,1.5909090909090908,4.833333333333333,11.651515151515152,1.5757575757575757,2.0757575757575757
Terrence Ross,terrence ross,2012,8.0,2013,0,73,16.986301369863014,6.397260273972603,1.9726027397260273,0.726027397260274,0.589041095890411,0.1917808219178082,0.6575342465753424,0.8904109589041096,2.547945205479452,6.260273972602739,0.410958904109589,0.5753424657534246
Kentavious Caldwell-Pope,kentavious caldwell-pope,2013,8.0,2014,0,80,19.775,5.875,1.95,0.6875,0.9375,0.15,0.35,0.7375,2.275,5.75,0.5875,0.7625
Nik Stauskas,nik stauskas,2014,8.0,2015,0,72,15.680555555555555,4.430555555555555,1.2222222222222223,0.9305555555555556,0.2777777777777778,0.2361111111111111,0.5555555555555556,0.6666666666666666,1.5,4.111111111111111,0.7638888888888888,0.8888888888888888
Stanley Johnson,stanley johnson,2015,8.0,2016,0,73,23.08219178082192,8.123287671232877,4.191780821917808,1.6164383561643836,0.7534246575342466,0.1643835616438356,1.5616438356164384,0.863013698630137,3.0821917808219177,8.219178082191782,1.095890410958904,1.3972602739726028
Marquese Chriss,marquese chriss,2016,8.0,2017,0,82,21.21951219512195,9.182926829268293,4.2439024390243905,0.7317073170731707,0.8170731707317073,0.8536585365853658,1.3170731707317074,0.8780487804878049,3.4634146341463414,7.7073170731707314,1.3780487804878048,2.207317073170732
Collin Sexton,collin sexton,2018,8.0,2019,0,82,31.841463414634145,16.71951219512195,2.8780487804878048,2.9634146341463414,0.5365853658536586,0.07317073170731707,2.2560975609756095,1.451219512195122,6.329268292682927,14.707317073170731,2.6097560975609757,3.1097560975609757
Obi Toppin,obi toppin,2020,8.0,2021,0,59,11.220338983050848,4.220338983050848,2.2711864406779663,0.4915254237288136,0.288135593220339,0.2542372881355932,0.3898305084745763,0.4406779661016949,1.728813559322034,3.440677966101695,0.3220338983050847,0.4406779661016949
Jaxson Hayes,jaxson hayes,2019,8.0,2020,0,64,16.875,7.375,4.046875,0.875,0.40625,0.859375,0.828125,0.015625,2.71875,4.046875,1.921875,2.96875
Franz Wagner,franz wagner,2021,8.0,2022,0,78,31.102564102564102,15.346153846153847,4.564102564102564,2.9615384615384617,0.8717948717948718,0.4358974358974359,1.5256410256410255,1.2307692307692308,5.846153846153846,12.5,2.423076923076923,2.8076923076923075
Jarace Walker,jarace walker,2023,8.0,2024,0,33,10.363636363636363,3.6363636363636362,1.9090909090909092,1.2121212121212122,0.45454545454545453,0.3333333333333333,0.5151515151515151,0.6666666666666666,1.3636363636363635,3.3333333333333335,0.24242424242424243,0.2727272727272727
Rob Dillingham,rob dillingham,2024,8.0,2025,0,49,10.63265306122449,4.469387755102041,1.0204081632653061,2.0,0.40816326530612246,0.02040816326530612,1.0816326530612246,0.5102040816326531,1.8979591836734695,4.3061224489795915,0.16326530612244897,0.30612244897959184
Egor Demin,egor demin,2025,8.0,2026,0,52,25.096153846153847,10.307692307692308,3.173076923076923,3.326923076923077,0.8076923076923077,0.3269230769230769,1.6538461538461537,2.3846153846153846,3.4423076923076925,8.634615384615385,1.0384615384615385,1.25
Gordon Hayward,gordon hayward,2010,9.0,2011,0,71,17.154929577464788,5.464788732394366,1.9577464788732395,1.1408450704225352,0.4225352112676056,0.2676056338028169,0.9859154929577465,0.49295774647887325,2.0,4.126760563380282,0.971830985915493,1.3661971830985915
Kemba Walker,kemba walker,2011,9.0,2012,0,66,27.12121212121212,12.106060606060606,3.5454545454545454,4.378787878787879,0.9090909090909091,0.30303030303030304,1.803030303030303,1.0454545454545454,4.257575757575758,11.621212121212121,2.5454545454545454,3.227272727272727
Andre Drummond,andre drummond,2012,9.0,2013,0,59,20.610169491525422,7.762711864406779,7.440677966101695,0.4915254237288136,0.9661016949152542,1.5932203389830508,0.9661016949152542,0.01694915254237288,3.3728813559322033,5.5423728813559325,1.0,2.6779661016949152
Frank Kaminsky,frank kaminsky,2015,9.0,2016,0,81,21.14814814814815,7.481481481481482,4.135802469135802,1.2098765432098766,0.4691358024691358,0.5308641975308642,0.7160493827160493,0.8395061728395061,2.654320987654321,6.481481481481482,1.3333333333333333,1.8271604938271604
Trey Burke,trey burke,2013,9.0,2014,0,70,32.31428571428572,12.785714285714286,2.9714285714285715,5.6571428571428575,0.6,0.08571428571428572,1.8714285714285714,1.5857142857142856,4.871428571428571,12.814285714285715,1.457142857142857,1.6142857142857143
Noah Vonleh,noah vonleh,2014,9.0,2015,0,25,10.28,3.32,3.44,0.16,0.16,0.36,0.44,0.2,1.2,3.04,0.72,1.04
Jakob Poeltl,jakob poeltl,2016,9.0,2017,0,54,11.555555555555555,3.0555555555555554,3.0555555555555554,0.2222222222222222,0.3148148148148148,0.37037037037037035,0.5370370370370371,0.0,1.2407407407407407,2.1296296296296298,0.5740740740740741,1.0555555555555556
"Dennis Smith, Jr.",dennis smith,2017,9.0,2018,0,69,29.73913043478261,15.18840579710145,3.7681159420289854,5.188405797101449,1.0289855072463767,0.2608695652173913,2.8115942028985508,1.536231884057971,5.855072463768116,14.840579710144928,1.9420289855072463,2.7971014492753623
Rui Hachimura,rui hachimura,2019,9.0,2020,0,48,30.125,13.520833333333334,6.125,1.8125,0.7708333333333334,0.16666666666666666,1.1041666666666667,0.5208333333333334,5.291666666666667,11.354166666666666,2.4166666666666665,2.9166666666666665
Davion Mitchell,davion mitchell,2021,9.0,2022,0,75,27.733333333333334,11.48,2.2133333333333334,4.173333333333333,0.7333333333333333,0.32,1.52,1.3466666666666667,4.693333333333333,11.24,0.7466666666666667,1.1333333333333333
Kevin Knox,kevin knox,2018,9.0,2019,0,74,28.864864864864863,12.95945945945946,4.5,1.1081081081081081,0.581081081081081,0.32432432432432434,1.527027027027027,1.6891891891891893,4.54054054054054,12.243243243243244,2.189189189189189,3.054054054054054
Zach Edey,zach edey,2024,9.0,2025,0,66,21.5,9.242424242424242,8.303030303030303,0.9848484848484849,0.5454545454545454,1.2878787878787878,1.3333333333333333,0.2727272727272727,3.803030303030303,6.5606060606060606,1.3636363636363635,1.9242424242424243
Jeremy Sochan,jeremy sochan,2022,9.0,2023,0,56,25.982142857142858,10.964285714285714,5.267857142857143,2.5357142857142856,0.7678571428571429,0.4107142857142857,1.7321428571428572,0.5892857142857143,4.464285714285714,9.857142857142858,1.4464285714285714,2.0714285714285716
Taylor Hendricks,taylor hendricks,2023,9.0,2024,0,40,21.4,7.3,4.625,0.8,0.7,0.75,0.675,1.325,2.7,6.0,0.575,0.725
Collin Murray-Boyles,collin murray-boyles,2025,9.0,2026,0,57,21.842105263157894,8.491228070175438,5.0,1.8596491228070176,0.9122807017543859,0.9298245614035088,1.0350877192982457,0.2982456140350877,3.473684210526316,6.0,1.2456140350877194,1.894736842105263
Jimmer Fredette,jimmer fredette,2011,10.0,2012,0,61,18.59016393442623,7.573770491803279,1.1967213114754098,1.7704918032786885,0.4918032786885246,0.04918032786885246,1.098360655737705,1.278688524590164,2.819672131147541,7.311475409836065,0.6557377049180327,0.7868852459016393
Paul George,paul george,2010,10.0,2011,0,61,20.688524590163933,7.80327868852459,3.6721311475409837,1.0655737704918034,1.0163934426229508,0.4262295081967213,1.1475409836065573,0.6721311475409836,2.9344262295081966,6.475409836065574,1.2622950819672132,1.6557377049180328
C.J. McCollum,cj mccollum,2013,10.0,2014,0,38,12.578947368421053,5.2894736842105265,1.263157894736842,0.7105263157894737,0.3684210526315789,0.05263157894736842,0.9210526315789473,0.7894736842105263,1.9473684210526316,4.684210526315789,0.6052631578947368,0.8947368421052632
Austin Rivers,austin rivers,2012,10.0,2013,0,60,23.216666666666665,6.133333333333334,1.7833333333333334,2.1166666666666667,0.4,0.15,1.2166666666666666,0.4666666666666667,2.3666666666666667,6.366666666666666,0.9333333333333333,1.7333333333333334
Elfrid Payton,elfrid payton,2014,10.0,2015,0,82,30.365853658536587,8.914634146341463,4.2560975609756095,6.5,1.7317073170731707,0.24390243902439024,2.475609756097561,0.13414634146341464,3.6707317073170733,8.634146341463415,1.4390243902439024,2.6097560975609757
Justise Winslow,justise winslow,2015,10.0,2016,0,78,28.67948717948718,6.435897435897436,5.166666666666667,1.5128205128205128,0.8717948717948718,0.3333333333333333,1.2179487179487178,0.41025641025641024,2.5,5.923076923076923,1.0256410256410255,1.5
Mikal Bridges,mikal bridges,2018,10.0,2019,0,81,29.864197530864196,8.444444444444445,3.259259259259259,2.1358024691358026,1.5925925925925926,0.4691358024691358,0.8641975308641975,1.2962962962962963,2.9876543209876543,6.950617283950617,1.1728395061728396,1.4567901234567902
Zach Collins,zach collins,2017,10.0,2018,0,66,15.833333333333334,4.424242424242424,3.3484848484848486,0.7878787878787878,0.25757575757575757,0.4696969696969697,0.8787878787878788,0.5303030303030303,1.7424242424242424,4.378787878787879,0.4090909090909091,0.6363636363636364
Jalen Smith,jalen smith,2020,10.0,2021,0,26,5.923076923076923,2.0384615384615383,1.4230769230769231,0.15384615384615385,0.038461538461538464,0.19230769230769232,0.2692307692307692,0.15384615384615385,0.8461538461538461,1.9230769230769231,0.19230769230769232,0.2692307692307692
Cam Reddish,cam reddish,2019,10.0,2020,0,58,26.724137931034484,10.517241379310345,3.7241379310344827,1.5,1.0689655172413792,0.4827586206896552,1.6551724137931034,1.4310344827586208,3.6724137931034484,9.551724137931034,1.7413793103448276,2.1724137931034484
